Unnamed: 0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
0,2,2016-01-01 00:00:00,2016-01-01 00:00:00,2.0,1.1,-73.99037170410156,40.73469543457031,1.0,N,-73.98184204101561,40.73240661621094,2.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8
1,2,2016-01-01 00:00:00,2016-01-01 00:00:00,5.0,4.9,-73.98078155517578,40.72991180419922,1.0,N,-73.94447326660156,40.716678619384766,1.0,18.0,0.5,0.5,0.0,0.0,0.3,19.3
2,2,2016-01-01 00:00:00,2016-01-01 00:00:00,1.0,10.54,-73.98455047607422,40.6795654296875,1.0,N,-73.95027160644531,40.78892517089844,1.0,33.0,0.5,0.5,0.0,0.0,0.3,34.3
3,2,2016-01-01 00:00:00,2016-01-01 00:00:00,1.0,4.75,-73.99346923828125,40.71899032592773,1.0,N,-73.96224212646483,40.65733337402344,2.0,16.5,0.0,0.5,0.0,0.0,0.3,17.3
4,2,2016-01-01 00:00:00,2016-01-01 00:00:00,3.0,1.76,-73.96062469482422,40.78133010864258,1.0,N,-73.97726440429686,40.75851440429688,2.0,8.0,0.0,0.5,0.0,0.0,0.3,8.8
5,2,2016-01-01 00:00:00,2016-01-01 00:18:30,2.0,5.52,-73.98011779785155,40.74304962158203,1.0,N,-73.91349029541014,40.76314163208008,2.0,19.0,0.5,0.5,0.0,0.0,0.3,20.3
6,2,2016-01-01 00:00:00,2016-01-01 00:26:45,2.0,7.45,-73.99405670166014,40.71998977661133,1.0,N,-73.96636199951173,40.78987121582031,2.0,26.0,0.5,0.5,0.0,0.0,0.3,27.3
7,1,2016-01-01 00:00:01,2016-01-01 00:11:55,1.0,1.2,-73.97942352294923,40.74461364746094,1.0,N,-73.99203491210938,40.753944396972656,2.0,9.0,0.5,0.5,0.0,0.0,0.3,10.3
8,1,2016-01-01 00:00:02,2016-01-01 00:11:14,1.0,6.0,-73.94715118408203,40.791046142578125,1.0,N,-73.92076873779298,40.86557769775391,2.0,18.0,0.5,0.5,0.0,0.0,0.3,19.3
9,2,2016-01-01 00:00:02,2016-01-01 00:11:08,1.0,3.21,-73.99834442138672,40.72389602661133,1.0,N,-73.995849609375,40.68840026855469,2.0,11.5,0.5,0.5,0.0,0.0,0.3,12.8
10,2,2016-01-01 00:00:03,2016-01-01 00:06:19,1.0,0.79,-74.00614929199219,40.74491882324219,1.0,N,-73.9937973022461,40.74143981933594,2.0,6.0,0.5,0.5,0.0,0.0,0.3,7.3
11,2,2016-01-01 00:00:03,2016-01-01 00:15:49,6.0,2.43,-73.96932983398438,40.763538360595696,1.0,N,-73.99568939208984,40.7442512512207,1.0,12.0,0.5,0.5,3.99,0.0,0.3,17.29
12,2,2016-01-01 00:00:03,2016-01-01 00:00:11,4.0,0.01,-73.98902130126953,40.721538543701165,1.0,N,-73.98896026611328,40.72169876098633,2.0,2.5,0.5,0.5,0.0,0.0,0.3,3.8
13,1,2016-01-01 00:00:04,2016-01-01 00:14:32,1.0,3.7,-74.00430297851561,40.74224090576172,1.0,N,-74.00736236572266,40.70693588256836,1.0,14.0,0.5,0.5,3.05,0.0,0.3,18.35
14,1,2016-01-01 00:00:05,2016-01-01 00:14:27,2.0,2.2,-73.99199676513672,40.71857833862305,1.0,N,-74.00513458251953,40.739944458007805,1.0,11.0,0.5,0.5,1.5,0.0,0.3,13.8
15,2,2016-01-01 00:00:05,2016-01-01 00:07:17,1.0,0.54,-73.98516082763672,40.768951416015625,1.0,N,-73.99022674560547,40.7617301940918,2.0,6.0,0.5,0.5,0.0,0.0,0.3,7.3
16,2,2016-01-01 00:00:05,2016-01-01 00:07:14,1.0,1.92,-73.97309112548828,40.79536056518555,1.0,N,-73.9783706665039,40.77315139770508,2.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8
17,1,2016-01-01 00:00:06,2016-01-01 00:04:44,1.0,1.7,-73.9821014404297,40.774696350097656,1.0,Y,-73.97093963623048,40.79670715332031,1.0,7.0,0.5,0.5,1.65,0.0,0.3,9.95
18,2,2016-01-01 00:00:06,2016-01-01 00:07:14,1.0,1.38,-73.99484252929686,40.71849822998047,1.0,N,-73.98980712890625,40.73423004150391,1.0,7.0,0.5,0.5,1.66,0.0,0.3,9.96
19,1,2016-01-01 00:00:07,2016-01-01 00:20:35,2.0,4.9,-73.95303344726561,40.67211532592773,1.0,N,-73.986572265625,40.710594177246094,1.0,19.0,0.5,0.5,4.06,0.0,0.3,24.36
20,1,2016-01-01 00:00:07,2016-01-01 00:09:49,1.0,1.8,-73.98916625976561,40.72658920288086,1.0,N,-74.00948333740233,40.71507263183594,2.0,9.0,0.5,0.5,0.0,0.0,0.3,10.3
21,2,2016-01-01 00:00:08,2016-01-01 00:18:51,1.0,3.09,-73.9990692138672,40.72017288208008,1.0,N,-73.973388671875,40.75656127929688,2.0,14.5,0.5,0.5,0.0,0.0,0.3,15.8
22,2,2016-01-01 00:00:08,2016-01-01 00:04:37,1.0,0.72,-73.99713897705078,40.74721908569336,1.0,N,-74.00448608398438,40.7517967224121,2.0,5.0,0.5,0.5,0.0,0.0,0.3,6.3
23,2,2016-01-01 00:00:08,2016-01-01 00:03:24,1.0,0.69,-73.9974136352539,40.736675262451165,1.0,N,-73.98566436767578,40.73268127441406,2.0,4.5,0.5,0.5,0.0,0.0,0.3,5.8
24,1,2016-01-01 00:00:09,2016-01-01 00:19:03,3.0,5.3,-73.99713134765625,40.736961364746094,1.0,N,-73.92842102050781,40.75558090209961,1.0,18.0,0.5,0.5,3.85,0.0,0.3,23.15
25,1,2016-01-01 00:00:09,2016-01-01 00:07:18,2.0,1.2,-73.9639129638672,40.71217346191406,1.0,N,-73.95133209228516,40.71220016479492,2.0,7.0,0.5,0.5,0.0,0.0,0.3,8.3
26,2,2016-01-01 00:00:10,2016-01-01 00:06:15,2.0,0.97,-73.99939727783203,40.743900299072266,1.0,N,-73.98887634277344,40.74531936645508,2.0,6.0,0.5,0.5,0.0,0.0,0.3,7.3
27,2,2016-01-01 00:00:10,2016-01-01 00:02:20,1.0,0.87,-73.95440673828125,40.77806854248047,1.0,N,-73.94892883300781,40.78858184814453,2.0,4.5,0.5,0.5,0.0,0.0,0.3,5.8
28,2,2016-01-01 00:00:12,2016-01-01 00:01:17,1.0,0.13,-73.99165344238281,40.754558563232415,1.0,N,-73.9906005859375,40.75611877441406,2.0,3.0,0.5,0.5,0.0,0.0,0.3,4.3
29,1,2016-01-01 00:00:14,2016-01-01 00:13:02,1.0,2.4,-73.99559783935547,40.744239807128906,1.0,N,-73.98545837402342,40.76871109008789,1.0,11.0,0.5,0.5,3.05,0.0,0.3,15.35
30,2,2016-01-01 00:00:14,2016-01-01 00:02:38,2.0,0.44,-73.99027252197266,40.772010803222656,1.0,N,-73.99504089355469,40.76977157592773,1.0,4.0,0.5,0.5,1.06,0.0,0.3,6.36
31,2,2016-01-01 00:00:15,2016-01-01 00:06:31,1.0,1.56,-73.94010925292967,40.75115203857422,1.0,N,-73.93002319335938,40.767051696777344,2.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8
32,1,2016-01-01 00:00:16,2016-01-01 00:33:00,2.0,2.9,-73.98215484619139,40.774879455566406,1.0,N,-73.98136138916014,40.74411392211913,2.0,20.5,0.5,0.5,0.0,0.0,0.3,21.8
33,1,2016-01-01 00:00:17,2016-01-01 00:19:14,1.0,1.2,-74.00806427001953,40.742069244384766,1.0,N,-74.00228881835938,40.742164611816406,3.0,12.5,0.5,0.5,0.0,0.0,0.3,13.8
34,1,2016-01-01 00:00:17,2016-01-01 00:13:59,1.0,1.5,-74.00267791748048,40.73063659667969,1.0,N,-73.98042297363281,40.72621154785156,1.0,10.0,0.5,0.5,3.35,0.0,0.3,14.65
35,2,2016-01-01 00:00:17,2016-01-01 00:42:23,1.0,2.32,-73.98165893554686,40.773738861083984,1.0,N,-73.99596405029298,40.75383758544922,2.0,19.0,0.5,0.5,0.0,0.0,0.3,20.3
36,2,2016-01-01 00:00:17,2016-01-01 00:14:26,5.0,9.63,-73.98174285888672,40.71915817260742,1.0,N,-73.93882751464845,40.82918167114258,1.0,27.0,0.5,0.5,8.49,0.0,0.3,36.79
37,2,2016-01-01 00:00:18,2016-01-01 00:05:44,5.0,1.17,-73.96305847167967,40.77501678466797,1.0,N,-73.95174407958984,40.77880096435546,2.0,6.0,0.5,0.5,0.0,0.0,0.3,7.3
38,1,2016-01-01 00:00:19,2016-01-01 00:19:33,1.0,3.4,0.0,0.0,1.0,N,0.0,0.0,2.0,14.5,0.5,0.5,0.0,0.0,0.3,15.8
39,2,2016-01-01 00:00:19,2016-01-01 00:06:31,3.0,1.32,-73.9612579345703,40.796199798583984,1.0,N,-73.9500503540039,40.78731155395508,2.0,6.5,0.5,0.5,0.0,0.0,0.3,7.8
40,1,2016-01-01 00:00:20,2016-01-01 00:29:05,1.0,13.0,-73.98223876953125,40.7577018737793,1.0,N,-73.90930938720702,40.8620491027832,2.0,36.5,0.5,0.5,0.0,0.0,0.3,37.8
41,1,2016-01-01 00:00:21,2016-01-01 00:17:30,1.0,0.7,-73.89412689208984,40.63657379150391,1.0,Y,-73.89250183105469,40.63483428955078,2.0,11.0,0.5,0.5,0.0,0.0,0.3,12.3
42,1,2016-01-01 00:00:21,2016-01-01 00:32:09,1.0,5.4,-73.94641876220702,40.78913879394531,1.0,N,-73.91590118408203,40.85154724121094,2.0,24.5,0.5,0.5,0.0,0.0,0.3,25.8
43,2,2016-01-01 00:00:22,2016-01-01 00:12:12,1.0,3.3,-73.97567749023438,40.74909973144531,1.0,N,-73.97364807128906,40.78369140625,1.0,12.0,0.5,0.5,2.66,0.0,0.3,15.96
44,2,2016-01-01 00:00:22,2016-01-01 00:13:37,6.0,2.94,-73.94969177246092,40.78461837768555,1.0,N,-73.97103118896483,40.75101852416992,2.0,12.0,0.5,0.5,0.0,0.0,0.3,13.3
45,2,2016-01-01 00:00:22,2016-01-01 00:13:58,2.0,5.23,-73.98184967041014,40.71688079833984,1.0,N,-73.96932983398438,40.769378662109375,2.0,17.5,0.5,0.5,0.0,0.0,0.3,18.8
46,1,2016-01-01 00:00:26,2016-01-01 00:07:41,1.0,1.3,-73.96588134765625,40.68856430053711,1.0,N,-73.96269226074217,40.67192840576172,1.0,7.5,0.5,0.5,1.75,0.0,0.3,10.55
47,1,2016-01-01 00:00:27,2016-01-01 00:17:41,1.0,4.7,-73.99586486816406,40.76777267456056,1.0,N,-74.00960540771484,40.70992660522461,1.0,17.0,0.5,0.5,2.0,0.0,0.3,20.3
48,2,2016-01-01 00:00:27,2016-01-01 00:08:40,1.0,0.83,-73.97876739501953,40.7451057434082,1.0,N,-73.99221038818358,40.74930953979492,2.0,7.0,0.5,0.5,0.0,0.0,0.3,8.3
49,1,2016-01-01 00:00:28,2016-01-01 00:22:51,1.0,15.4,-73.97650146484375,40.733562469482415,1.0,N,-73.85426330566406,40.891788482666016,1.0,41.5,0.5,0.5,8.55,0.0,0.3,51.35
50,2,2016-01-01 00:00:29,2016-01-01 00:08:45,3.0,1.64,-73.96937561035155,40.78523635864258,1.0,N,-73.94556427001953,40.77798080444336,1.0,8.5,0.5,0.5,0.0,0.0,0.3,9.8
51,1,2016-01-01 00:00:30,2016-01-01 00:15:47,1.0,5.1,-73.99058532714845,40.745880126953125,1.0,N,-73.96988677978516,40.801265716552734,1.0,17.5,0.5,0.5,2.82,0.0,0.3,21.62
52,2,2016-01-01 00:00:30,2016-01-01 00:18:25,1.0,1.1,-73.97434234619139,40.756660461425774,1.0,N,-73.98148345947266,40.75371551513672,2.0,11.5,0.5,0.5,0.0,0.0,0.3,12.8
53,2,2016-01-01 00:00:30,2016-01-01 00:03:06,1.0,0.35,-73.99234771728516,40.743438720703125,1.0,N,-73.99642181396483,40.74606323242188,1.0,4.0,0.5,0.5,1.59,0.0,0.3,6.89
54,1,2016-01-01 00:00:31,2016-01-01 00:03:57,1.0,1.3,-73.93352508544923,40.80292892456056,1.0,N,-73.94567108154298,40.78598403930664,2.0,5.5,0.5,0.5,0.0,0.0,0.3,6.8
55,2,2016-01-01 00:00:32,2016-01-01 00:27:02,5.0,7.25,-73.97295379638672,40.755718231201165,1.0,N,-73.97881317138672,40.68455123901367,2.0,26.0,0.5,0.5,0.0,0.0,0.3,27.3
56,2,2016-01-01 00:00:32,2016-01-01 00:13:20,5.0,3.6,-73.9969482421875,40.72050094604492,1.0,N,-73.95818328857422,40.7217903137207,1.0,13.5,0.5,0.5,2.96,0.0,0.3,17.76
57,2,2016-01-01 00:00:32,2016-01-01 00:09:37,6.0,0.32,-73.99375915527344,40.75162124633789,1.0,N,-73.9908676147461,40.75608825683594,1.0,7.0,0.5,0.5,0.0,0.0,0.3,8.3
58,1,2016-01-01 00:00:34,2016-01-01 00:10:36,1.0,3.7,-73.97831726074217,40.763179779052734,1.0,N,-73.92160797119139,40.741374969482415,1.0,13.0,0.5,0.5,5.7,0.0,0.3,20.0
59,2,2016-01-01 00:00:36,2016-01-01 00:10:02,1.0,1.61,-73.96375274658203,40.771160125732415,1.0,N,-73.97560119628906,40.75273895263672,2.0,8.5,0.5,0.5,0.0,0.0,0.3,9.8
60,1,2016-01-01 00:00:37,2016-01-01 00:06:01,1.0,1.2,-73.97602081298828,40.74456024169922,1.0,N,-73.96649169921875,40.753662109375,1.0,6.5,0.5,0.5,2.3,0.0,0.3,10.1
61,1,2016-01-01 00:00:38,2016-01-01 00:17:25,1.0,8.8,-73.97679138183594,40.733699798583984,1.0,N,-73.89214324951173,40.75072479248047,1.0,26.0,0.5,0.5,5.45,0.0,0.3,32.75
62,2,2016-01-01 00:00:38,2016-01-01 00:34:04,1.0,14.04,-73.98428344726561,40.7480583190918,1.0,N,-73.9920883178711,40.60917663574219,2.0,42.0,0.5,0.5,0.0,0.0,0.3,43.3
63,1,2016-01-01 00:00:39,2016-01-01 00:08:41,1.0,2.2,-73.9698715209961,40.768508911132805,1.0,N,-73.94934844970702,40.78776550292969,2.0,9.0,0.5,0.5,0.0,0.0,0.3,10.3
64,1,2016-01-01 00:00:40,2016-01-01 00:14:03,1.0,4.3,-73.96617889404298,40.762222290039055,1.0,N,-73.89775848388672,40.743141174316406,2.0,15.5,0.5,0.5,0.0,0.0,0.3,16.8
65,1,2016-01-01 00:00:40,2016-01-01 00:11:05,2.0,1.3,-74.00437927246092,40.74225234985352,1.0,N,-73.98422241210938,40.73819732666016,1.0,8.5,0.5,0.5,1.0,0.0,0.3,10.8
66,2,2016-01-01 00:00:40,2016-01-01 00:07:33,1.0,1.03,-73.9913330078125,40.72389221191406,1.0,N,-73.98368835449217,40.72151565551758,2.0,6.5,0.5,0.5,0.0,0.0,0.3,7.8
67,2,2016-01-01 00:00:41,2016-01-01 00:00:46,5.0,0.0,0.0,0.0,3.0,N,0.0,0.0,2.0,20.0,0.5,0.0,0.0,0.0,0.3,20.8
68,2,2016-01-01 00:00:44,2016-01-01 00:05:15,1.0,1.1,-73.97415924072266,40.79573059082031,1.0,N,-73.96251678466798,40.804931640625,1.0,6.0,0.5,0.5,1.0,0.0,0.3,8.3
69,2,2016-01-01 00:00:45,2016-01-01 00:09:17,6.0,1.85,-73.99420166015625,40.726470947265625,1.0,N,-74.01474761962889,40.71620178222656,2.0,8.5,0.5,0.5,0.0,0.0,0.3,9.8
70,2,2016-01-01 00:00:47,2016-01-01 00:12:38,1.0,1.43,-73.98963928222656,40.7343978881836,1.0,N,-73.97879028320312,40.72411346435546,2.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8
71,2,2016-01-01 00:00:47,2016-01-01 00:18:25,1.0,4.93,-74.00148010253906,40.72743988037109,1.0,N,-73.95645141601561,40.76815032958984,1.0,17.5,0.5,0.5,3.76,0.0,0.3,22.56
72,1,2016-01-01 00:00:48,2016-01-01 00:03:38,1.0,0.8,-73.97915649414062,40.740509033203125,1.0,N,-73.988525390625,40.73464584350586,1.0,4.5,0.5,0.5,1.45,0.0,0.3,7.25
73,1,2016-01-01 00:00:49,2016-01-01 00:13:15,2.0,8.7,-73.95392608642578,40.76694488525391,1.0,N,-73.9244613647461,40.86139297485352,1.0,25.0,0.5,0.5,0.0,0.0,0.3,26.3
74,2,2016-01-01 00:00:49,2016-01-01 00:09:01,1.0,1.22,-73.98213958740233,40.77168655395508,1.0,N,-73.97445678710938,40.76248550415039,2.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8
75,2,2016-01-01 00:00:50,2016-01-01 00:19:47,2.0,11.87,-73.78082275390625,40.645183563232415,1.0,N,-73.8908462524414,40.7430076599121,1.0,33.0,0.5,0.5,8.58,0.0,0.3,42.88
76,2,2016-01-01 00:00:50,2016-01-01 00:06:29,6.0,0.72,-73.99739837646483,40.7207489013672,1.0,N,-73.99918365478516,40.7279052734375,1.0,5.5,0.5,0.5,1.36,0.0,0.3,8.16
77,1,2016-01-01 00:00:52,2016-01-01 00:29:50,2.0,3.1,-73.98404693603516,40.755279541015625,1.0,N,-73.99514770507811,40.72063446044922,1.0,19.5,0.5,0.5,4.15,0.0,0.3,24.95
78,1,2016-01-01 00:00:52,2016-01-01 00:08:00,3.0,1.8,-73.98387145996092,40.742408752441406,1.0,N,-74.00236511230467,40.726348876953125,2.0,8.0,0.5,0.5,0.0,0.0,0.3,9.3
79,2,2016-01-01 00:00:52,2016-01-01 00:11:18,1.0,2.5,-73.9957504272461,40.74409103393555,1.0,N,-74.00975036621092,40.71276092529297,2.0,10.5,0.5,0.5,0.0,0.0,0.3,11.8
80,1,2016-01-01 00:00:53,2016-01-01 00:22:27,1.0,4.9,-73.98508453369139,40.74716567993164,1.0,N,-73.95803833007811,40.71749114990234,1.0,19.0,0.5,0.5,1.7,0.0,0.3,22.0
81,2,2016-01-01 00:00:54,2016-01-01 00:08:43,1.0,1.53,-73.97100067138672,40.79764175415039,1.0,N,-73.95369720458984,40.78512954711913,1.0,8.0,0.5,0.5,1.86,0.0,0.3,11.16
82,1,2016-01-01 00:00:55,2016-01-01 00:17:14,1.0,1.1,-73.9841537475586,40.76485824584961,1.0,N,-73.97802734375,40.76293563842773,2.0,11.0,0.5,0.5,0.0,0.0,0.3,12.3
83,2,2016-01-01 00:00:55,2016-01-01 00:28:34,4.0,15.64,-73.78713989257811,40.64405059814453,1.0,N,-73.94842529296875,40.730735778808594,2.0,44.0,0.5,0.5,0.0,0.0,0.3,45.3
84,1,2016-01-01 00:00:56,2016-01-01 00:17:24,1.0,5.7,-73.98772430419923,40.75056838989258,1.0,N,-74.03556823730467,40.71357345581056,1.0,18.0,0.5,0.5,8.0,10.5,0.3,37.8
85,2,2016-01-01 00:00:57,2016-01-01 00:10:48,6.0,2.56,-73.97965240478516,40.77611923217773,1.0,N,-73.96468353271484,40.80675506591797,1.0,10.5,0.5,0.5,2.36,0.0,0.3,14.16
86,2,2016-01-01 00:01:00,2016-01-01 00:18:06,3.0,15.25,-73.78180694580078,40.6448631286621,1.0,N,-73.93797302246092,40.72632598876953,1.0,40.5,0.5,0.5,0.0,0.0,0.3,41.8
87,2,2016-01-01 00:01:01,2016-01-01 00:07:49,5.0,1.65,-73.96527862548828,40.80104064941406,1.0,N,-73.94747924804686,40.81517028808594,2.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8
88,2,2016-01-01 00:01:01,2016-01-01 00:13:08,6.0,7.85,-73.97962951660156,40.743255615234375,1.0,N,-73.91187286376953,40.76462936401367,1.0,22.5,0.5,0.5,5.87,5.54,0.3,35.21
89,2,2016-01-01 00:01:03,2016-01-01 00:20:29,2.0,1.28,-73.9844207763672,40.76723861694336,1.0,N,-73.97859954833984,40.754261016845696,2.0,11.5,0.5,0.5,0.0,0.0,0.3,12.8
90,2,2016-01-01 00:01:06,2016-01-01 00:26:34,1.0,3.18,-74.01099395751953,40.7088737487793,1.0,N,-73.98805236816406,40.74932098388672,2.0,17.0,0.5,0.5,0.0,0.0,0.3,18.3
91,2,2016-01-01 00:01:06,2016-01-01 00:04:38,1.0,0.56,-73.98074340820312,40.74691009521485,1.0,N,-73.9908676147461,40.75115966796875,2.0,4.5,0.5,0.5,0.0,0.0,0.3,5.8
92,2,2016-01-01 00:01:07,2016-01-01 00:05:04,2.0,0.94,-73.99197387695312,40.72647857666016,1.0,N,-74.00308227539062,40.722049713134766,2.0,5.0,0.5,0.5,0.0,0.0,0.3,6.3
93,1,2016-01-01 00:01:08,2016-01-01 00:19:36,1.0,3.2,-74.00213623046875,40.76063919067384,1.0,N,-73.97289276123048,40.74345016479492,1.0,14.5,0.5,0.5,3.15,0.0,0.3,18.95
94,1,2016-01-01 00:01:08,2016-01-01 00:17:13,1.0,2.7,-73.9949722290039,40.76023483276367,1.0,N,-74.00152587890625,40.735855102539055,1.0,13.0,0.5,0.5,4.25,0.0,0.3,18.55
95,1,2016-01-01 00:01:08,2016-01-01 00:23:22,1.0,5.0,-74.00226593017578,40.73036956787109,1.0,N,-73.95168304443358,40.77349853515625,1.0,19.5,0.5,0.5,4.5,0.0,0.3,25.3
96,1,2016-01-01 00:01:09,2016-01-01 00:06:37,2.0,1.6,-73.98082733154298,40.77964019775391,1.0,N,-73.97141265869139,40.798587799072266,1.0,6.5,0.5,0.5,1.55,0.0,0.3,9.35
97,2,2016-01-01 00:01:09,2016-01-01 00:05:23,1.0,0.58,-73.99807739257811,40.73796844482422,1.0,N,-74.0041275024414,40.74279022216797,1.0,5.0,0.5,0.5,1.26,0.0,0.3,7.56
98,1,2016-01-01 00:01:10,2016-01-01 00:36:55,2.0,6.0,-73.99944305419923,40.72983551025391,1.0,N,-73.96417999267578,40.80315399169922,1.0,25.5,0.5,0.5,5.36,0.0,0.3,32.16
99,2,2016-01-01 00:01:10,2016-01-01 00:08:00,5.0,2.51,-73.93270874023438,40.75286102294922,1.0,N,-73.96361541748048,40.75764083862305,2.0,9.5,0.5,0.5,0.0,0.0,0.3,10.8
100,2,2016-01-01 00:01:10,2016-01-01 00:24:39,4.0,1.24,-73.981689453125,40.76839065551758,1.0,N,-73.97975158691406,40.75553894042969,2.0,14.5,0.5,0.5,0.0,0.0,0.3,15.8
101,1,2016-01-01 00:01:11,2016-01-01 00:08:06,1.0,1.5,-74.00348663330078,40.74156951904297,1.0,N,-74.00235748291014,40.726341247558594,1.0,7.5,0.5,0.5,2.2,0.0,0.3,11.0
102,1,2016-01-01 00:01:11,2016-01-01 00:07:04,2.0,1.4,-73.97794342041014,40.78367614746094,1.0,N,-73.95558929443358,40.77344131469727,1.0,7.0,0.5,0.5,2.45,0.0,0.3,10.75
103,2,2016-01-01 00:01:11,2016-01-01 00:11:15,1.0,1.89,-73.99256896972656,40.73961639404297,1.0,N,-73.99531555175781,40.72181701660156,2.0,9.0,0.5,0.5,0.0,0.0,0.3,10.3
104,2,2016-01-01 00:01:12,2016-01-01 00:18:49,1.0,2.15,-73.9777603149414,40.75228118896485,1.0,N,-73.95682525634764,40.76807022094727,1.0,13.0,0.5,0.5,2.86,0.0,0.3,17.16
105,1,2016-01-01 00:01:13,2016-01-01 00:22:09,1.0,2.5,-73.99425506591797,40.73199462890625,1.0,N,-73.9786376953125,40.75138854980469,2.0,14.5,0.5,0.5,0.0,0.0,0.3,15.8
106,2,2016-01-01 00:01:13,2016-01-01 00:09:57,5.0,1.89,-73.98516082763672,40.74452972412109,1.0,N,-73.96546173095702,40.76285171508789,1.0,8.5,0.5,0.5,1.0,0.0,0.3,10.8
107,1,2016-01-01 00:01:14,2016-01-01 00:05:54,1.0,0.6,-73.98229217529298,40.751331329345696,1.0,N,-73.99134063720702,40.75033950805664,1.0,5.0,0.5,0.5,0.0,0.0,0.3,6.3
108,1,2016-01-01 00:01:14,2016-01-01 00:38:19,1.0,24.0,-73.99230194091797,40.749290466308594,5.0,N,-74.32032775878906,40.72052383422852,1.0,140.0,0.0,0.0,30.95,14.5,0.3,185.75
109,2,2016-01-01 00:01:14,2016-01-01 00:09:01,1.0,2.34,-73.93431854248048,40.75148391723633,1.0,N,-73.9725112915039,40.764915466308594,2.0,9.5,0.5,0.5,0.0,0.0,0.3,10.8
110,2,2016-01-01 00:01:14,2016-01-01 00:31:34,1.0,13.64,-73.78192138671875,40.64476013183594,1.0,N,-73.979248046875,40.661869049072266,2.0,39.0,0.5,0.5,0.0,0.0,0.3,40.3
111,2,2016-01-01 00:01:15,2016-01-01 00:34:37,5.0,3.44,-73.95953369140625,40.782745361328125,1.0,N,-73.99375915527344,40.745582580566406,2.0,21.5,0.5,0.5,0.0,0.0,0.3,22.8
112,2,2016-01-01 00:01:15,2016-01-01 00:13:15,1.0,7.04,-73.95264434814453,40.77649688720703,1.0,N,-74.0056381225586,40.70912170410156,1.0,20.5,0.5,0.5,5.45,0.0,0.3,27.25
113,1,2016-01-01 00:01:16,2016-01-01 00:03:52,1.0,0.2,-73.99561309814453,40.7646713256836,1.0,N,-73.99214935302734,40.7641487121582,2.0,3.5,0.5,0.5,0.0,0.0,0.3,4.8
114,1,2016-01-01 00:01:16,2016-01-01 00:13:16,1.0,0.9,-73.97743225097656,40.758316040039055,1.0,N,-73.9834442138672,40.76686096191406,2.0,8.5,0.5,0.5,0.0,0.0,0.3,9.8
115,1,2016-01-01 00:01:17,2016-01-01 00:11:08,1.0,2.0,-73.92774200439453,40.697872161865234,1.0,N,-73.96121215820312,40.69827651977539,1.0,9.5,0.5,0.5,2.7,0.0,0.3,13.5
116,1,2016-01-01 00:01:19,2016-01-01 00:03:00,1.0,0.3,-73.96659088134764,40.75758743286133,1.0,N,-73.96577453613281,40.754348754882805,1.0,3.5,0.5,0.5,1.2,0.0,0.3,6.0
117,1,2016-01-01 00:01:19,2016-01-01 00:15:00,1.0,1.8,-73.95474243164062,40.765506744384766,1.0,N,-73.98191833496092,40.766231536865234,1.0,10.5,0.5,0.5,0.0,0.0,0.3,11.8
118,2,2016-01-01 00:01:19,2016-01-01 00:03:12,2.0,0.37,-73.99769592285155,40.737659454345696,1.0,N,-73.99124145507811,40.734981536865234,2.0,3.5,0.5,0.5,0.0,0.0,0.3,4.8
119,1,2016-01-01 00:01:20,2016-01-01 00:07:24,2.0,1.0,-73.9675521850586,40.7568588256836,1.0,N,-73.97830963134764,40.74861145019531,1.0,6.0,0.5,0.5,1.45,0.0,0.3,8.75
120,1,2016-01-01 00:01:20,2016-01-01 00:14:39,1.0,5.1,-73.9646987915039,40.79679870605469,1.0,N,-74.00220489501953,40.74923706054688,2.0,17.0,0.5,0.5,0.0,0.0,0.3,18.3
121,1,2016-01-01 00:01:20,2016-01-01 00:13:36,1.0,1.8,-73.97010803222656,40.75979995727539,1.0,N,-73.98935699462889,40.742988586425774,1.0,9.5,0.5,0.5,2.0,0.0,0.3,12.8
122,2,2016-01-01 00:01:21,2016-01-01 00:12:57,1.0,2.25,-74.00189971923827,40.73940658569336,1.0,N,-73.97486877441406,40.744388580322266,1.0,10.5,0.5,0.5,2.36,0.0,0.3,14.16
123,2,2016-01-01 00:01:21,2016-01-01 00:06:40,1.0,0.87,-73.9552230834961,40.80437850952149,1.0,N,-73.9636993408203,40.79800033569336,2.0,5.5,0.5,0.5,0.0,0.0,0.3,6.8
124,2,2016-01-01 00:01:21,2016-01-01 00:27:41,6.0,8.78,-73.99662780761719,40.72460174560546,1.0,N,-73.86997985839844,40.75529098510742,2.0,27.0,0.5,0.5,0.0,0.0,0.3,28.3
125,1,2016-01-01 00:01:22,2016-01-01 00:10:04,1.0,1.6,-74.00466918945312,40.71595764160156,1.0,N,-73.98986053466798,40.73404312133789,2.0,8.0,0.5,0.5,0.0,0.0,0.3,9.3
